datetime,baller_id,image,price,combo,rarity,skill,team,role,timestamp,time,buyer,seller,transaction_id
2021-12-23 05:40:15+00:00,4466,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4459.png,1793.0,3785,4623,3008,New York Torches,Player,1640238015,21 minutes ago,0x0595ea66e5d27072,0x2d1d851a2d057c58,f4efbad1d746f95ddd0108f19b096f570f6ce67bfb65dfe964b5cc62d59fd80b
2021-12-23 05:39:45+00:00,4880,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5401.png,1500.0,8977,7961,8154,Charlotte Clovers,Player,1640237985,21 minutes ago,0x1074c1e5b16953a7,0x0a862dcdf4cceb29,b7bb4ebd5ebb8ee94c8c1ade662277bada7cea3e89e159ca5bf34397b4f2e97b
2021-12-23 05:32:21+00:00,5622,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3741.png,1750.0,4909,5569,3615,Alabama Kingpins,Player,1640237541,29 minutes ago,0x193504f259df782f,0xd6961f072eb0f5bc,9e9327b0b125afd0ee9bb176796ac738f9f3a1b109d9d81cbe13f1560e6fd029
2021-12-23 05:31:11+00:00,853,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/853.png,1650.0,7089,8713,3851,Helena Pronghorns,Player,1640237471,30 minutes ago,0xdcad1c325b164654,0xd6194038117e86aa,a6703a9458f1f63b8205620aa158cea48fc43557d5eeefc2c04e3f8098796bcf
2021-12-23 05:30:05+00:00,4710,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4930.png,1700.0,7166,4667,7637,Nashville Miracle,Player,1640237405,31 minutes ago,0xf777c430b9342786,0xfaec1ca22824eaf5,aa82ccde7e9ff8f8ca81574b5edd6b7d1ae7c1f4ea6a9aeaef14c2230bb064a7
2021-12-23 05:28:13+00:00,8028,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8683.png,1599.0,5420,2700,7818,Nashville Miracle,Player,1640237293,33 minutes ago,0xf5e0aa6221739594,0x2986fad674d4800c,1541d69c84593ff3356e45ee77dae1b821d4c8be9402ae2ac1840892492d073e
2021-12-23 05:28:05+00:00,4860,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8920.png,1999.0,5043,2693,7313,Omaha Bullsnakes,Player,1640237285,33 minutes ago,0x039af904f48a94f7,0xfaec1ca22824eaf5,730e6d2037086ab66b72bf00a1e7fb242ef2ffaf70e47cc037589a8b9fc091c1
2021-12-23 05:27:05+00:00,4485,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4627.png,2350.0,3776,8613,995,Austin Machines,Player,1640237225,34 minutes ago,0x90040484a22d25ef,0x68c387a1ff3dd92d,601cf921b0f3b7164805a8f80e8bf58e31698e72e7d86f48e53ec4380f0d231a
2021-12-23 05:23:23+00:00,3541,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5210.png,1600.0,6678,6165,5615,Chicago Squid,Player,1640237003,38 minutes ago,0xeb5b51dfafbba6c1,0xc3a840537430b85d,69ae1f1e937f519a7ab1bb42fd5c23e2795be91e041b2eb8485288ab2b9b156c
2021-12-23 05:21:10+00:00,6954,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4966.png,1888.0,3682,5465,2253,Alabama Kingpins,Player,1640236870,40 minutes ago,0x91ca5c3de09d5e70,0x63c3738340fdf7c8,cebc61e05a2863c9dd1bdffaa43dcef2356b5846865cf096ef7b758adaa4dc41
2021-12-23 05:20:20+00:00,3131,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8615.png,1700.0,6857,8909,3188,New Jersey Scientists,Player,1640236820,41 minutes ago,0xf568fb1a78acd3ee,0xbd803a20e13510e3,3b87a209819aa8dc5f97658730d300744284c8edca32d2a9a4b0fa553d7bb97d
2021-12-23 05:18:36+00:00,4343,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3520.png,1794.0,5607,7206,3408,Alabama Kingpins,Player,1640236716,42 minutes ago,0x391f8178103cc0e6,0xa649f58cc56916da,fcf9d1b6430e4d723c3c0871fa2225e86183d2419f4b997ac086aa7ac97edeaa
2021-12-23 05:18:03+00:00,1594,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1764.png,2000.0,2281,4059,1697,San Francisco Surge,Player,1640236683,43 minutes ago,0x7e3dccbc6ab3c58e,0x63ffc85a42f79b27,92b4944da47b7494fc076b5076b0369433118694cb4a0336dc66360d1d86f8eb
2021-12-23 05:16:39+00:00,5330,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3254.png,1949.0,5003,3437,6388,Los Angeles Knives,Player,1640236599,44 minutes ago,0x67853d543daab389,0x2f58577dd7194d85,96d43b9e8279b5adbb487965457e401578fe0de6fa33ff385480eb9310ca9e94
2021-12-23 05:16:04+00:00,2392,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1352.png,3899.0,2320,585,7800,Dallas Pythons,Player,1640236564,45 minutes ago,0xcf9b780468255d69,0xa67e3c156f8a2b52,17b0b26baa010bbeaf5e749a6957c8db647d4f925c8df4c2dcf83a1b1a72325c
2021-12-23 05:13:59+00:00,8845,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5685.png,2200.0,8148,3556,9499,Charlotte Clovers,Player,1640236439,47 minutes ago,0xb6203a4a402879a4,0xbc94c5272c00b1f9,84ea5e9d378edcbe8d014e4cb5c463f61b85c113b60c6fa9e321b59107c322ff
2021-12-23 05:10:48+00:00,3922,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9699.png,1499.0,6789,9129,2794,Los Angeles Knives,Player,1640236248,50 minutes ago,0x73f764ca737b3730,0xb3fc0b88a39d130d,e472e37fd4c92fd73431409fa843721b3d564dfa622a19170ae250dd15faa065
2021-12-23 05:08:16+00:00,1142,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1465.png,1450.0,8303,5382,8519,Cleveland Firebirds,Player,1640236096,53 minutes ago,0x7f155df0e39d7a5c,0xea2a0965d325f150,0211347ab775b1e0abd9b6bf76b73674c564fb3c81e3c4b2141027cdc692d159
2021-12-23 05:05:04+00:00,5541,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4178.png,1499.0,7601,9660,3051,Tampa Bay Omens,Player,1640235904,56 minutes ago,0xc91af74869f46813,0x792144a8a8b8460e,bc573fb37c99f08df5ec9b290daa321420e623390a3db5948309103e733245b6
2021-12-23 05:04:00+00:00,6042,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6262.png,1450.0,7687,6911,6624,Salt Lake City Souls,Player,1640235840,57 minutes ago,0x58135f1f4c463446,0xfaec1ca22824eaf5,d54e30f19bfbd0397e5f5ebd0854897178c321a21dcc93810a53b5e933ba07e6
2021-12-23 05:01:51+00:00,1346,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1064.png,4206.0,1143,662,3992,Chicago Squid,Player,1640235711,59 minutes ago,0x0553190951a432a6,0x2e394dd87d83c2c7,798165215f0ffae59a7915778b437c35d961198069ba8a7682024a0ced1c7507
2021-12-23 04:55:57+00:00,7316,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4054.png,2000.0,1782,1049,4692,New York Torches,Player,1640235357,an hour ago,0xbca87e0175720aec,0xe8db315c29943de2,78f897c1bed64d54352a54879c4ecf2add6284b74c51117531c48b701de33223
2021-12-23 04:51:11+00:00,9539,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4874.png,1675.0,7928,4173,8951,Alabama Kingpins,Player,1640235071,an hour ago,0xf92d02ab965ae28e,0x97ca0b20e92f7aff,42b4c111efb7a893c57c6e750e3616d37d36f6a50ba7cd30ab8dabf1578cce6c
2021-12-23 04:49:10+00:00,1783,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1781.png,1700.0,4622,7528,2202,Phoenix Skulls,Player,1640234950,an hour ago,0xd18353b56d7cd392,0xbba1af33537a4f43,7a05f258a1353bc9665e47b89b0d4f4b281fc1bd0291bc60c28b54f89a761a0b
2021-12-23 04:48:17+00:00,7221,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6133.png,5500.0,2202,741,6745,Omaha Bullsnakes,Player,1640234897,an hour ago,0x04bc1a5d88753477,0x61b2d42413248197,c8f55c61c6280109172ed5817a9ad7919783eed04b35e1df9b7b8de39222c0c9
2021-12-23 04:47:34+00:00,1733,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1796.png,1850.0,5934,1870,9042,Dallas Pythons,Player,1640234854,an hour ago,0xc5965600302b70b2,0x17b045947b19f1fb,5923a1f16ee5865df82d01650be946c1dc958dee1922e22f4b8e1398194f017d
2021-12-23 04:47:12+00:00,4987,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7809.png,2000.0,3181,2643,4548,D.C. Dobermans,Player,1640234832,an hour ago,0x9dd12fb24db1401e,0x67853d543daab389,94c73c1c70474e93ed0e1f3edc45f864be8ad72cbf28c6b7a4ae75a0a4456574
2021-12-23 04:45:55+00:00,7749,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2549.png,1600.0,6445,6706,4876,Miami Tentacles,Player,1640234755,an hour ago,0x8f4d1da7daa987ad,0xa195e1386af4cecf,7a5d3c3e39a93534b48aea0a4f4cfe5c54ba06378879fe0c2303ac6211cb6c9d
2021-12-23 04:44:54+00:00,6473,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7444.png,2500.0,4442,3024,6100,Orlando Freeze,Player,1640234694,an hour ago,0x2b4fbddd890915b3,0x39e2792c13b90b78,18a8aa5844353b29ef1fbba0fa2f151e5c20f78b906021b3cf0f19a799da7948
2021-12-23 04:41:59+00:00,5405,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5424.png,1650.0,8461,9033,5591,Los Angeles Mammoths,Player,1640234519,an hour ago,0x391f8178103cc0e6,0x758af6844092ec08,482153125071e0f36a08045e34b2213eb46b293cbab2d29ad544f194ecd96bdd
2021-12-23 04:41:00+00:00,3862,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2933.png,1550.0,9072,8740,7502,Chicago Squid,Player,1640234460,an hour ago,0x7e3dccbc6ab3c58e,0xf13f5ef584cf1ee6,e6726aa164d3fa83daf39535114eae03389d7018065f39813e86f2cda16f549d
2021-12-23 04:40:06+00:00,4840,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9280.png,1800.0,5892,4605,5967,Austin Machines,Player,1640234406,an hour ago,0x9dd12fb24db1401e,0xc01af28f3183d7f0,ea546a1d52fd32b493a629e0cdf538ef9b435a7dd47ff05639c43e421fedd96b
2021-12-23 04:37:34+00:00,5205,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7594.png,1555.0,6564,6593,5132,Alabama Kingpins,Player,1640234254,an hour ago,0xe49b3c3deed0b961,0x670e4897aa41d805,38efb09c1da73077a31943d3a94497e736ea946a382258b88781606302f7fd35
2021-12-23 04:37:19+00:00,5935,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3407.png,1876.0,3976,6518,2021,San Diego Keepers,Player,1640234239,an hour ago,0x1c0c2babe72b0e2f,0x31e62e1a4b4a664d,9acac56af386e3fb162bca1271cd68db375e0e6e037ea58f5e10959650d29224
2021-12-23 04:36:39+00:00,3138,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7414.png,1650.0,7546,4655,8169,Alabama Kingpins,Player,1640234199,an hour ago,0x04bc1a5d88753477,0x32406d390b3c1832,c6ca7abe7407f9a3998c92e7ebf1d3215a7bb293e367f672183db5e8ba33dfa5
2021-12-23 04:28:53+00:00,6899,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3988.png,25000.69,25,185,211,Houston Rogues,Captain,1640233733,an hour ago,0x33de39d1d0757fdd,0xf06959a57451586c,1964dcc075c3d4ea9621c629bde1a441f9c0435e0a9b87a9e5022ffb52f277ff
2021-12-23 04:28:27+00:00,4288,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3570.png,1599.0,8953,4718,9528,Alaska Whales,Player,1640233707,an hour ago,0x1074c1e5b16953a7,0x44e36949c22d03d1,c684522d7dcac9507b186db09e84e251d1144377f2400f7b2181818dbcf4bdfb
2021-12-23 04:26:53+00:00,2859,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6388.png,1699.0,6534,7087,4711,Boulder Elks,Player,1640233613,an hour ago,0x41b8c9adb5993103,0x2977aae9494edbd9,54dd624909367ed3fc787231e38d2167879eec63798185b7205f53c349ed56c7
2021-12-23 04:26:14+00:00,1711,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2329.png,1499.0,9452,8192,9077,Phoenix Skulls,Player,1640233574,an hour ago,0x3f76365a8d8f29b6,0x3fe0efdce58227dd,00cbad21d806cae5e817f4bb58d618adfe69705727fe518225ecc253aea156b1
2021-12-23 04:25:59+00:00,6511,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6873.png,1469.0,6646,7004,4922,D.C. Dobermans,Player,1640233559,an hour ago,0x12d51b65241a79e7,0x31e62e1a4b4a664d,cf7030395714116b2d0440d33553520c269acfb9683a5aa2624496d46e0bc430
2021-12-23 04:24:38+00:00,4914,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5090.png,1369.0,7684,8344,5471,Helena Pronghorns,Player,1640233478,an hour ago,0xf0b0962e08150ca3,0x31e62e1a4b4a664d,83a352f0f71e9d3596959ef21b25126a2013d6c0e397e243a20bcd62f53e02af
2021-12-23 04:24:13+00:00,2298,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2132.png,1499.0,8376,7696,7187,Sierra Spiders,Player,1640233453,an hour ago,0xdfb5813ea4d9b95c,0xea8290ac1b0f42c6,8d03629095676642490d06a2116e45550f9c57e3adfd1193aab0c1e4cda1e457
2021-12-23 04:23:02+00:00,3062,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4777.png,1350.0,7855,9298,3995,Dallas Pythons,Player,1640233382,an hour ago,0xf0bf5670c5cb12a2,0x8260c8c1aa6738ae,58701141a8a7f7ebd731b97759403483a7ab4b90d5a5ebd0190829c84991d479
2021-12-23 04:22:22+00:00,2900,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8417.png,4000.0,1381,950,3781,New Jersey Scientists,Player,1640233342,an hour ago,0x376951ccf0e91acd,0x94fd71d50a0612ff,4a2ee69b2c38e76b3d21454dfb1fb2d92d89116ab523f602b2db6dc4ccf3d6f1
2021-12-23 04:21:59+00:00,3359,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7485.png,1600.0,6485,5307,6087,Austin Machines,Player,1640233319,an hour ago,0x04bc1a5d88753477,0xe7e0d6181c4aff0d,e0421e5f864291fb7731ac6c36304edc167ae9b8b63a53ddb40db79794a90472
2021-12-23 04:21:10+00:00,4108,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7344.png,3469.0,1937,888,5582,Chicago Squid,Player,1640233270,an hour ago,0xa1d65e5fad2c55bd,0xa707abb755550633,9d41b604785c7babeef9327078bb991b5630cec230ecd660febeec4a784baee2
2021-12-23 04:19:54+00:00,1148,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1395.png,1350.0,9354,8640,8445,Sierra Spiders,Player,1640233194,an hour ago,0x5366751a7f7b6ba4,0x8260c8c1aa6738ae,bf1fb66a2bdfd9b090d9fb4d16390cf089803e54afc660b48d9b510151f81ee3
2021-12-23 04:19:46+00:00,5130,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5178.png,1500.0,7939,7210,6803,New Jersey Scientists,Player,1640233186,an hour ago,0x337f13b54f3f9506,0xe28f9a20b9df5bc6,ba79c742f81eb14168a7e055f581524657c39919b026944ffe11cb280dbaf4e7
2021-12-23 04:18:53+00:00,8707,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3213.png,1400.0,8722,8683,6775,New York Torches,Player,1640233133,an hour ago,0x5dd53f0a6eeffb76,0xa1d65e5fad2c55bd,57747a849ff4addebb42796f8565a12142d4ba84d23797c18c77d71039598d02
2021-12-23 04:16:36+00:00,123,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/123.png,2000.0,4536,6953,2375,Portland Bats,Player,1640232996,an hour ago,0x47896854b183ccf4,0xe16657ec20f228e1,c3d0c19e2c98b09d931c03607a9b00fb04da4206d04a7b8591424feecbf05561
2021-12-23 04:15:50+00:00,7530,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4154.png,2830.0,5101,3408,6598,Austin Machines,Player,1640232950,an hour ago,0x02f55eb43419a06e,0xb1110ca8ac5e32fa,b89e38191be6932023b2dc8b0cdf1cb7e876497708b631cddb53d7be52b981df
2021-12-23 04:11:03+00:00,4960,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9253.png,1599.0,8696,6844,8288,New York Golden Bulls,Player,1640232663,an hour ago,0xe7a3bd132b75903f,0x44e36949c22d03d1,e24aa9e513e7e19498a1f887c886e85e30dfa0edbeb312223070d509e8f023a4
2021-12-23 04:07:32+00:00,5702,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6514.png,1575.0,5659,9285,1664,Orlando Freeze,Player,1640232452,an hour ago,0x14a867c3e1c8585d,0x0553190951a432a6,03d177a4f5ee359a0d48d5f97e8e142df06dfedf73cf23544c93270b1e5648ea
2021-12-23 04:02:45+00:00,1198,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1743.png,1499.0,7489,5433,7390,Austin Machines,Player,1640232165,an hour ago,0xe7a3bd132b75903f,0x84fee28a43181dae,2120290cd478ed2079c2e81e31f29d87b9de704a7a30003610517286726254e0
2021-12-23 03:54:57+00:00,4803,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2952.png,1800.0,4242,5635,2726,Toronto Spears,Player,1640231697,2 hours ago,0x9206b153d9d1e4af,0xbdbf3d5fbb61d1fc,e0335b310d5b55e25d8ade42391d680a6c900cdabe692565b079c06ca8129d83
2021-12-23 03:54:50+00:00,4689,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7349.png,1800.0,6935,1893,9577,Charlotte Clovers,Player,1640231690,2 hours ago,0x34ab1d74bb8a923e,0xfaec1ca22824eaf5,6e33f1ad15bfe538fd3b9e5f3aa454b7bbcf071c18d10aad0d9c193aae141227
2021-12-23 03:54:29+00:00,5472,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6354.png,1600.0,5800,5870,4518,D.C. Dobermans,Player,1640231669,2 hours ago,0x1e7878dc9d40cd93,0x02f55eb43419a06e,fe35ce721a235e0f99f5e86a1c0679e8aee33d9002b0a7d86aa6c43da8a0a288
2021-12-23 03:48:19+00:00,8917,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9599.png,1500.0,7528,5751,7161,Los Angeles Mammoths,Player,1640231299,2 hours ago,0x88d6eb83cc6e20b3,0xd8db0dd927a15d0d,28cfe2b9dac587c4ed9f36f0e0b23f7e9465c4a3220b14d9935f0b5235d40de9
2021-12-23 03:47:59+00:00,1172,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1761.png,1639.0,9214,6783,9193,Toronto Spears,Player,1640231279,2 hours ago,0xfc4a808a98006d28,0x0d9e8f259ee27033,b013dff213053507199f3af6e19a5c06c0875bb39bfb4b0b447a89f9113656d0
2021-12-23 03:47:52+00:00,3513,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9558.png,2200.0,4602,3798,5271,San Jose Sirens,Player,1640231272,2 hours ago,0x19c4d1ed5cffac6c,0x460a449565cb3abc,d9c380fe59dc69d0ef0579e4ce0aa79f8ec0997874da6193fa757a031fcc4b38
2021-12-23 03:45:31+00:00,7934,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3528.png,3500.0,5315,2273,8119,Team Dapper (W),Player,1640231131,2 hours ago,0x2b4fbddd890915b3,0x7e3dccbc6ab3c58e,bae272e62397b01df748d649aa0cf036b29337d68262ec8546f32095d7a6dd88
2021-12-23 03:37:58+00:00,3436,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3795.png,1450.0,8322,5761,8307,San Francisco Surge,Player,1640230678,2 hours ago,0xf5e0aa6221739594,0x12f08463ba1d314b,0e9476860eb1b953fba6027b6e7098db168e9eb30021a49c8d8e76c61ce3783d
2021-12-23 03:37:58+00:00,3436,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3795.png,1450.0,8322,5761,8307,San Francisco Surge,Player,1640230678,2 hours ago,0xf5e0aa6221739594,0x12f08463ba1d314b,0e9476860eb1b953fba6027b6e7098db168e9eb30021a49c8d8e76c61ce3783d
2021-12-23 03:36:40+00:00,6468,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7554.png,1500.0,7553,6195,6890,Salt Lake City Souls,Player,1640230600,2 hours ago,0x54826869b7db9038,0xcc4cf486bca1c22e,dc43aa8ed93aa501e72ecb61ff088886e55a6d8198742974ce0d9111211ca75b
2021-12-23 03:36:10+00:00,7264,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2646.png,2999.0,4760,1239,8993,Seattle Scream,Player,1640230570,2 hours ago,0xfa5c32e87697f582,0x80ebf2bd52abc517,6326a4df0e694515861b8df07d3b30229d86cd26fd09c391fd940e80709dd6bb
2021-12-23 03:23:47+00:00,7395,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3419.png,3333.0,1682,565,6491,Miami Tentacles,Player,1640229827,2 hours ago,0x75e8e1db44c0ff26,0x36b045d259345b17,e5f494e3aacc7c4420ece02501f3568fa498d734b7fcee4596e34b0c31310654
2021-12-23 03:23:33+00:00,4385,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8306.png,1950.0,3885,4644,3129,New York Golden Bulls,Player,1640229813,2 hours ago,0x52bda1e8c4a173c9,0x36f0927f365599d5,f3434df99910f18b4c20297b456999c66ad6135c517a509295ffbc94213cee82
2021-12-23 03:21:06+00:00,920,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/920.png,1499.0,9392,5091,9728,Tallahassee Tarantulas,Player,1640229666,2 hours ago,0xc967ab07284b463f,0x900689e760518e79,abe43766217e4e34975446b596dc95b2fb88a6603cef7366c24386e5a0a27c36
2021-12-23 03:20:58+00:00,6976,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4980.png,13000.0,1284,475,6036,Portland Creatures,Player,1640229658,2 hours ago,0x01d7e57aa5598e47,0x5366751a7f7b6ba4,061eebe966a469bd6095d4ee2de9191c04bda74af0d262853a62d4aa679eacaa
2021-12-23 03:20:24+00:00,4781,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5652.png,1499.0,5471,4942,5025,Omaha Bullsnakes,Player,1640229624,2 hours ago,0xbd803a20e13510e3,0x376951ccf0e91acd,3b466a591da0bbb44a0fdf49cb5ad4fdff177e170289099ec0bd95473daff92a
2021-12-23 03:14:33+00:00,8109,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5695.png,1425.0,9720,8591,9610,Phoenix Skulls,Player,1640229273,2 hours ago,0xb80ad7d87cfffe2f,0xf13f5ef584cf1ee6,536ae857095710287f579e7b677fc6e38bc4dba2988ceb5c919a85068048f2ac
2021-12-23 03:13:59+00:00,3546,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5898.png,1750.0,4345,6586,2346,San Jose Sirens,Player,1640229239,2 hours ago,0x01d7e57aa5598e47,0x88268b7886582c9d,d7793e597e4ae62c7e1eab8d08fc505c62e6a3a2f9b71941d46754c58b459951
